14,2011-01-30,1,198
14,2010-08-25,0,179
14,2010-08-29,0,980
14,2011-02-05,0,946
14,2010-07-01,0,976
14,2010-10-23,0,51
14,2010-11-22,1,315
14,2010-10-11,1,387
15,2010-07-26,0,278
15,2010-10-29,1,516
15,2010-08-31,1,522
15,2010-08-18,1,334
15,2011-02-14,1,656
15,2010-07-17,0,561
15,2011-03-11,1,867
15,2010-07-30,0,847
15,2010-11-05,1,953
15,2010-08-29,0,538
16,2011-03-16,0,222
16,2010-07-01,0,745
16,2010-12-06,0,516
16,2010-11-04,1,92
16,2011-03-01,0,661
16,2011-02-26,0,536
16,2010-06-13,0,346
16,2011-01-28,1,18
16,2010-08-22,1,99
16,2010-05-15,1,209
16,2011-01-17,1,761
16,2010-05-28,1,194
16,2011-02-04,0,891
18,2010-06-10,0,532
18,2011-01-07,0,552
18,2011-03-11,1,310
18,2010-05-21,0,470
18,2010-06-12,0,290
18,2010-11-15,1,608
18,2010-08-17,0,886
18,2011-04-12,0,265
18,2011-03-10,0,432
20,2010-07-16,1,983
20,2010-09-22,1,306
20,2011-01-08,0,238
20,2010-12-28,1,841
20,2010-06-02,0,400
20,2010-10-11,1,628
20,2010-09-14,1,737
20,2010-11-25,1,898
20,2010-12-17,1,101
20,2010-08-09,0,323
20,2010-07-18,1,753
20,2010-05-30,0,87
20,2011-02-02,1,107
21,2010-05-26,1,642
21,2011-01-20,1,527
21,2010-04-21,0,864
21,2011-03-04,0,790
21,2010-11-27,1,260
21,2010-06-15,1,36
21,2010-06-18,1,578
21,2010-06-16,1,546
21,2010-11-07,0,980
21,2010-12-23,0,133
21,2010-11-22,1,11
21,2010-08-15,1,921
21,2011-03-29,1,736
21,2010-07-29,0,573
22,2010-11-25,0,63
22,2010-06-25,0,92
22,2011-03-06,0,528
22,2010-07-22,0,783
22,2010-12-10,0,863
22,2010-05-06,0,672
22,2010-09-30,1,375
22,2010-08-02,1,809
23,2010-12-08,1,377
23,2010-06-10,1,451
23,2010-06-24,0,649
23,2011-03-15,0,631
23,2010-11-16,0,622
23,2010-11-22,1,573
23,2010-12-25,1,139
23,2011-02-01,0,661
23,2010-06-30,0,776
23,2010-07-30,1,635
23,2010-09-04,0,681
23,2010-06-25,1,994
23,2010-06-28,0,419
25,2011-01-18,1,420
25,2010-08-07,0,10
25,2010-11-10,1,32
25,2010-11-10,0,919
25,2010-10-10,1,412
25,2010-07-07,1,514
26,2010-12-26,1,346
26,2011-01-13,0,238
26,2011-02-04,1,369
26,2010-12-21,1,323
26,2010-06-18,1,679
26,2011-01-04,0,875
27,2010-08-22,0,728
27,2011-02-15,1,42
27,2010-05-08,1,139
27,2010-06-09,0,74
28,2010-12-20,0,65
28,2011-03-21,0,72
28,2010-11-22,1,384
28,2010-12-22,1,334
28,2010-09-01,0,442
28,2010-08-03,0,601
28,2011-02-03,1,475
28,2010-11-01,0,102
28,2010-08-27,0,418
28,2011-03-19,0,139
29,2010-10-15,0,854
29,2010-11-21,0,458
29,2011-01-19,0,845
29,2010-08-05,0,922
29,2010-09-24,1,228
29,2011-04-03,1,841
29,2011-04-08,1,132
29,2010-12-23,0,306
29,2010-11-20,0,904
29,2010-06-05,0,914
29,2010-08-08,1,364
30,2010-09-01,1,205
30,2010-11-18,1,275
30,2010-08-07,1,444
30,2010-09-05,1,104
30,2010-11-05,1,502
30,2010-05-01,0,929
30,2010-08-03,0,36
30,2010-06-01,0,712
30,2010-06-12,0,134
30,2010-11-02,0,160
30,2010-08-19,1,924
30,2010-12-06,1,429
30,2011-03-04,1,349
30,2010-10-09,0,107
30,2010-06-02,1,309
30,2010-05-11,0,951
30,2011-03-24,1,60
31,2010-05-22,1,441
31,2010-07-01,0,171
31,2010-06-06,0,459
31,2011-04-09,0,300
31,2011-03-03,1,999
31,2010-08-12,1,537
31,2010-10-16,0,510
31,2010-10-17,0,869
31,2010-04-25,0,336
31,2010-06-15,1,220
31,2010-07-15,0,886
31,2010-09-26,0,52
32,2011-03-22,0,749
32,2010-10-16,1,648
32,2011-01-17,0,907
32,2010-12-20,0,904
32,2011-02-08,0,633
32,2010-05-17,1,899
32,2010-06-13,0,591
32,2010-06-01,0,274
32,2010-07-10,0,784
32,2010-08-01,1,968
32,2010-10-02,1,98
32,2010-09-06,1,340
32,2010-06-20,0,418
32,2011-02-08,0,595
32,2010-12-08,0,672
33,2010-09-03,1,970
33,2010-10-30,0,594
33,2011-01-08,0,918
33,2011-01-29,1,244
33,2011-02-23,0,322
33,2011-03-17,0,327
33,2010-07-26,0,940
33,2010-06-18,1,723
33,2010-04-20,0,769
33,2010-05-20,1,777
34,2010-09-12,0,130
34,2010-10-06,0,441
34,2010-10-30,0,494
34,2011-03-17,0,608
34,2010-06-05,0,301
34,2010-07-09,1,155
34,2010-07-03,1,95
34,2010-05-02,0,180
35,2010-11-12,0,712
35,2011-01-31,1,532
35,2010-11-29,0,580
35,2010-07-29,0,559
35,2010-04-23,1,332
35,2011-01-31,1,857
35,2010-04-21,0,532
35,2011-02-14,1,813
35,2010-09-23,1,251
35,2010-10-05,1,537
35,2010-09-26,0,244
35,2010-07-19,0,604
35,2010-04-20,1,274
35,2011-01-04,1,203
35,2010-05-15,1,760
35,2010-11-08,1,878
36,2010-12-08,0,154
36,2010-12-25,1,491
36,2010-07-18,0,603
36,2010-07-11,0,962
36,2010-05-19,0,352
37,2010-05-30,1,612
38,2010-11-08,1,160
38,2010-07-15,0,401
38,2010-09-02,1,733
38,2011-01-14,0,647
38,2010-06-01,0,381
38,2010-09-05,0,883
38,2010-06-09,0,381
38,2010-06-02,1,634
38,2010-06-13,1,704
39,2010-10-06,0,243
39,2011-02-04,1,819
39,2011-03-21,0,190
39,2011-01-11,0,795
39,2010-06-18,1,131
39,2010-06-05,0,349
39,2010-06-03,1,857
39,2010-04-20,0,200
39,2011-03-30,0,571
39,2011-04-05,1,226
39,2010-12-10,1,672
39,2010-12-07,1,520
39,2010-05-07,0,193
39,2010-04-21,1,581
39,2010-06-15,1,48
40,2010-12-16,0,427
40,2010-07-16,1,126
40,2011-03-24,1,585
40,2010-09-19,1,603
40,2010-05-08,0,78
40,2010-09-28,0,242
40,2010-07-25,1,262
40,2010-07-09,0,42
40,2010-10-10,1,417
40,2010-09-17,1,926
41,2010-10-24,1,576
41,2010-06-18,1,41
41,2010-05-27,1,276
41,2011-02-05,1,548
41,2011-03-02,0,679
41,2011-03-15,0,189
41,2011-03-06,1,820
41,2010-05-05,0,454
41,2010-09-18,1,941
41,2010-07-01,1,616
41,2011-01-27,1,4
41,2010-08-27,0,698
41,2010-11-08,1,942
42,2010-06-08,0,904
42,2011-02-25,1,101
42,2011-02-24,1,34
42,2010-10-03,0,432
42,2010-11-20,0,20
43,2010-10-15,0,276
43,2010-06-22,0,870
43,2010-08-16,0,126
43,2011-02-03,0,437
44,2010-12-23,1,133
44,2011-02-01,0,707
44,2010-05-24,1,8
44,2010-12-01,1,514
44,2010-09-02,1,107
44,2011-02-03,0,572
44,2010-12-14,1,834
44,2010-10-23,1,811
44,2010-07-25,0,186
44,2010-05-16,1,478
44,2010-08-21,1,302
44,2011-03-02,0,98
44,2010-09-30,0,329
45,2011-03-10,0,241
45,2011-04-06,1,750
45,2010-06-18,1,644
45,2010-10-25,1,781
45,2010-07-23,0,109
45,2010-08-10,0,574
45,2010-12-21,0,393
45,2010-06-05,0,964
45,2010-07-17,1,315
45,2010-09-20,1,254
45,2011-03-01,1,375
45,2010-08-04,0,409
45,2010-11-05,0,241
45,2011-01-13,1,353
45,2011-03-10,0,574
45,2010-12-21,0,569
46,2010-10-12,1,805
46,2010-07-22,0,311
46,2011-04-07,1,683
46,2010-05-13,0,502
46,2011-02-26,0,283
46,2011-01-06,1,439
46,2010-05-27,0,476
46,2011-01-10,1,240
46,2010-09-06,1,466
46,2010-07-10,0,175
46,2011-01-25,0,211
46,2010-08-14,1,118
46,2010-05-04,1,350
46,2010-10-31,0,200
47,2010-06-10,0,811
47,2010-05-22,0,733
47,2010-09-29,0,95
47,2010-09-24,1,663
47,2011-03-22,1,375
47,2010-05-05,1,921
47,2010-11-13,0,544
47,2011-03-14,1,833
47,2010-07-05,1,827
47,2010-05-04,0,149
47,2010-05-10,1,49
47,2011-02-28,0,735
47,2011-01-17,0,566
47,2010-06-13,0,901
47,2011-01-01,0,276
47,2011-03-12,1,608
47,2010-08-17,0,346
48,2010-05-11,0,738
48,2010-09-12,1,469
48,2010-11-15,0,831
48,2010-12-13,1,257
48,2010-12-29,1,284
48,2010-04-20,0,585
48,2010-07-23,0,659
48,2011-03-01,1,248
48,2010-07-24,0,230
48,2011-01-20,1,750
48,2010-05-31,0,742
48,2010-11-02,1,958
48,2011-03-19,1,871
48,2010-12-22,0,394
48,2010-08-03,1,360
49,2010-08-21,1,942
49,2010-09-13,1,770
49,2010-08-14,0,63
49,2010-05-20,1,773
49,2010-05-19,1,516
49,2010-09-17,0,747
49,2010-05-05,1,928
50,2010-05-10,1,524
50,2010-04-23,0,109
50,2011-03-11,0,868
50,2010-10-13,0,362
50,2011-03-04,1,798
50,2010-06-18,1,701
50,2010-08-24,1,894
50,2010-05-14,0,708
50,2010-05-10,1,519
50,2010-09-22,0,784
50,2010-09-13,0,278
50,2011-01-09,0,431
50,2010-09-18,1,784
50,2011-03-04,1,426
50,2011-04-09,0,96
50,2010-06-29,0,452
50,2010-12-22,1,31
50,2010-11-01,0,960
51,2011-03-19,1,837
51,2010-08-27,1,683
51,2011-04-02,0,133
51,2010-11-19,0,948
51,2010-11-30,1,712
52,2010-07-25,0,802
52,2010-11-08,0,517
54,2011-03-31,1,118
54,2010-09-29,1,822
54,2010-09-13,1,877
54,2010-07-26,1,272
54,2011-01-18,0,538
54,2010-07-27,1,192
54,2010-05-28,1,112
54,2010-08-15,0,522
54,2010-06-15,1,307
54,2011-03-17,1,473
54,2011-01-18,1,957
54,2010-07-26,0,899
54,2010-09-12,1,988
55,2010-08-10,0,622
55,2010-06-29,0,791
55,2010-10-31,1,357
56,2010-12-08,1,601
57,2010-06-26,1,592
57,2010-09-26,1,227
57,2010-07-17,1,658
57,2010-10-20,1,23
57,2011-04-07,0,794
58,2010-08-30,0,972
58,2011-03-17,1,792
58,2010-04-22,0,259
58,2011-02-24,0,943
58,2010-09-01,1,600
58,2011-02-10,0,254
58,2011-03-23,0,546
58,2010-06-26,0,971
58,2011-03-19,0,102
59,2011-02-22,0,284
59,2010-05-26,1,249
59,2011-03-11,0,630
59,2010-08-20,0,687
59,2010-12-28,1,648
59,2010-08-24,1,768
59,2010-07-26,0,117
59,2010-06-14,1,671
59,2010-08-29,0,507
59,2010-08-29,0,879
60,2010-06-19,1,599
60,2011-02-08,1,992
60,2010-08-29,0,396
60,2010-07-15,1,507
60,2010-05-04,0,115
60,2010-04-27,1,609
60,2011-01-25,0,499
60,2010-06-20,1,189
60,2010-11-22,0,750
60,2010-11-12,0,319
60,2010-09-16,0,864
60,2011-03-16,1,147
60,2011-01-09,1,494
60,2010-11-18,1,228
61,2011-02-24,1,913
61,2010-06-29,1,99
61,2010-10-20,1,38
61,2010-10-18,1,205
61,2011-03-14,1,31
61,2011-03-31,0,236
61,2011-02-24,1,643
61,2010-07-07,1,864
62,2010-08-17,0,589
62,2010-04-22,1,128
62,2010-05-06,1,297
62,2010-07-03,0,398
62,2010-05-03,0,436
62,2010-04-20,1,825
62,2010-06-19,1,616
62,2011-01-20,0,680
62,2011-02-21,0,109
62,2010-06-21,0,647
62,2010-11-13,0,655
62,2010-08-11,1,507
62,2010-10-23,0,65
62,2010-07-14,1,880
62,2010-04-24,1,943
62,2010-05-24,1,28
62,2010-08-19,1,952
62,2010-10-15,0,554
62,2011-03-28,1,108
63,2011-03-05,1,934
63,2010-10-16,0,84
63,2010-12-08,1,421
63,2010-07-23,1,210
63,2010-09-14,0,151
63,2010-08-05,1,640
63,2010-05-29,1,965
63,2010-12-02,0,194
63,2010-05-06,1,791
63,2011-04-05,1,995
63,2010-10-19,1,980
63,2010-07-08,1,375
63,2010-09-05,0,656
63,2011-02-14,1,528
63,2011-02-22,0,633
63,2010-06-25,0,620
63,2011-01-31,1,875
63,2010-05-28,1,367
64,2010-06-12,0,728
64,2010-12-18,1,637
64,2010-09-15,1,24
64,2010-12-11,0,202
64,2010-06-08,1,935
65,2011-02-28,0,943
65,2011-04-01,1,810
65,2010-04-30,1,181
65,2010-07-30,1,540
65,2010-10-31,1,632
65,2010-07-27,1,295
66,2011-02-15,0,422
66,2010-12-01,1,402
66,2010-09-21,0,293
66,2010-09-07,1,661
66,2010-06-12,1,607
66,2010-04-19,0,273
67,2011-01-18,1,78
67,2010-10-15,0,163
67,2010-11-02,0,375
67,2011-02-28,1,189
67,2010-05-08,1,705
67,2011-03-31,0,60
67,2011-03-12,0,146
68,2010-04-25,1,925
68,2011-01-25,0,905
68,2011-03-06,0,555
68,2011-01-25,1,755
68,2010-06-09,1,857
68,2011-04-04,0,629
68,2011-01-24,0,80
68,2010-06-07,1,19
68,2011-01-21,0,898
68,2010-08-05,0,582
68,2010-12-08,0,193
68,2010-11-05,0,622
68,2010-07-17,1,580
68,2011-01-24,1,589
68,2011-01-07,0,582
68,2010-11-14,1,229
68,2011-03-23,0,801
68,2011-01-03,1,408
69,2010-07-01,0,755
69,2010-09-13,1,632
69,2010-07-25,0,820
69,2010-06-15,1,598
69,2011-02-19,0,41
69,2010-05-21,0,60
69,2010-07-30,1,844
69,2010-11-27,0,324
70,2010-08-15,0,55
70,2010-10-17,1,388
70,2010-12-13,0,257
70,2010-05-14,1,750
71,2011-02-11,1,320
71,2011-01-18,1,213
71,2010-07-19,1,633
71,2011-03-29,1,847
71,2010-06-10,1,358
71,2010-10-19,0,772
72,2010-12-26,0,508
72,2010-07-18,1,972
72,2010-09-18,1,863
72,2010-06-10,1,385
72,2010-08-01,1,587
72,2010-04-21,0,648
72,2011-03-31,0,369
72,2011-02-24,1,360
72,2010-12-16,0,613
72,2010-07-20,1,37
72,2010-06-02,0,314
72,2010-09-20,1,152
72,2011-01-03,0,807
72,2010-10-31,1,556
73,2010-10-13,1,672
73,2010-10-31,0,455
73,2011-02-06,0,947
73,2010-07-04,1,422
73,2010-08-14,1,546
73,2010-05-11,1,372
73,2011-03-27,0,424
73,2010-08-17,1,154
73,2010-05-08,0,739
74,2011-03-02,0,744
74,2010-10-03,0,904
74,2010-07-22,1,471
74,2010-06-26,1,941
74,2011-01-26,0,387
74,2011-03-26,1,787
74,2010-08-14,1,913
74,2010-11-17,1,279
74,2010-05-27,0,74
74,2010-08-01,1,121
74,2010-06-29,0,626
74,2010-08-14,1,349
74,2010-05-05,0,328
74,2011-03-24,1,681
74,2010-05-16,0,350
74,2010-05-14,1,240
74,2010-06-20,0,897
74,2011-04-13,0,270
74,2010-10-14,1,342
75,2010-12-01,1,697
76,2011-04-05,0,59
76,2010-04-29,0,955
76,2010-06-19,1,553
76,2010-07-19,0,200
76,2010-10-06,1,644
76,2010-11-10,0,555
76,2010-09-16,0,239
76,2011-01-22,0,6
76,2010-12-02,0,314
76,2010-06-16,1,921
76,2010-10-27,0,104
76,2010-09-23,0,596
76,2010-11-13,1,648
77,2010-08-12,1,488
77,2010-05-18,1,751
77,2011-02-24,1,31
77,2011-02-16,0,652
77,2010-07-09,1,622
77,2010-11-10,0,737
78,2011-01-16,0,625
78,2010-10-23,1,6
78,2011-02-01,1,914
78,2010-05-14,1,491
78,2010-10-11,1,407
78,2011-03-26,0,538
78,2010-07-23,0,508
78,2010-09-18,0,402
78,2011-02-05,0,703
78,2010-06-28,1,278
78,2010-12-05,1,886
78,2010-09-04,1,456
79,2010-09-23,0,782
79,2010-11-12,1,570
79,2010-12-19,0,59
79,2011-03-05,0,443
80,2010-07-10,0,860
80,2010-12-08,0,58
80,2011-02-24,1,336
80,2010-12-01,0,794
80,2010-06-07,1,194
80,2010-07-30,0,136
80,2010-05-07,1,883
80,2010-10-22,0,974
81,2011-03-21,1,661
81,2010-12-07,0,758
81,2010-06-03,0,304
81,2010-11-16,0,296
81,2010-04-28,1,359
81,2010-05-29,0,867
81,2010-05-23,0,185
81,2010-12-28,0,922
81,2010-07-23,1,680
81,2010-09-01,0,986
81,2010-04-26,0,599
81,2011-03-01,0,852
81,2011-02-24,0,389
81,2010-07-20,0,657
82,2011-02-09,1,709
82,2011-02-20,1,417
82,2011-01-04,1,954
82,2010-10-22,1,928
82,2011-01-29,0,518
82,2010-12-20,0,495
82,2011-03-01,1,984
82,2010-06-03,1,453
82,2011-03-28,1,460
82,2010-05-23,1,688
82,2011-01-18,0,208
82,2010-07-01,0,958
83,2011-03-10,0,171
83,2011-03-08,1,731
84,2010-04-29,1,900
84,2010-07-12,1,270
84,2010-09-08,0,227
84,2010-09-10,0,29
84,2010-04-24,1,743
84,2011-01-02,0,811
84,2010-05-28,0,545
84,2010-10-15,0,160
84,2011-02-17,1,644
84,2011-01-09,1,943
84,2011-03-10,1,290
84,2010-12-31,1,68
84,2010-05-09,0,349
84,2011-01-10,0,935
85,2011-02-15,1,842
85,2010-08-03,0,60
85,2011-03-25,0,105
85,2010-09-19,0,285
85,2010-10-21,0,359
85,2010-10-23,0,527
85,2011-04-09,1,22
85,2011-01-14,0,181
85,2010-08-25,1,954
86,2010-05-09,1,110
87,2010-07-29,1,789
87,2010-11-12,0,10
87,2010-09-06,1,271
87,2010-09-30,0,372
87,2011-04-10,0,328
87,2010-06-21,0,574
87,2011-01-06,0,769
87,2010-08-11,1,477
87,2010-12-03,0,122
87,2011-03-11,0,999
87,2010-08-25,1,603
87,2010-09-21,1,281
87,2010-12-24,0,782
87,2011-01-06,0,833
87,2010-11-06,1,418
88,2011-03-27,0,650
88,2010-12-09,0,837
88,2010-06-26,0,863
88,2010-10-16,0,577
88,2010-10-07,0,394
88,2011-03-23,1,850
88,2010-11-09,0,658
88,2010-05-09,0,952
88,2010-08-09,1,203
88,2010-11-30,0,249
88,2010-05-03,0,389
89,2010-11-10,1,376
89,2010-10-22,1,775
89,2010-09-16,0,349
89,2010-09-22,0,887
89,2010-05-14,0,336
89,2010-11-08,0,78
89,2010-10-09,1,462
89,2011-03-13,0,979
89,2010-07-27,0,711
89,2011-02-05,1,556
89,2010-12-31,0,313
89,2010-07-16,0,501
89,2010-12-27,0,209
89,2010-11-05,1,697
90,2011-03-18,0,51
90,2011-02-07,1,732
90,2011-04-08,0,752
90,2010-06-01,0,953
91,2010-08-25,0,154
91,2010-06-05,1,311
91,2010-09-04,1,658
92,2011-03-21,0,985
92,2010-06-01,1,297
92,2010-05-13,1,722
92,2010-07-03,0,45
92,2011-04-09,0,99
92,2010-12-29,1,953
92,2010-09-05,1,23
92,2010-05-01,1,177
92,2010-05-24,0,825
92,2011-03-25,1,787
92,2010-09-21,0,894
92,2010-09-09,0,74
93,2010-05-06,1,341
93,2010-07-17,0,376
93,2011-03-22,0,722
93,2010-12-04,1,455
93,2010-11-17,1,467
93,2010-11-19,1,233
93,2010-09-05,1,665
93,2010-12-28,0,112
93,2010-05-27,0,5
93,2010-07-12,0,123
93,2010-08-21,1,279
93,2011-02-12,1,606
93,2010-09-11,0,610
93,2010-07-04,0,372
93,2010-12-13,0,43
93,2010-07-24,0,252
94,2010-06-26,0,783
94,2010-09-17,0,775
94,2010-06-27,1,702
94,2011-02-18,1,491
94,2010-05-01,1,707
94,2010-08-05,0,815
94,2010-08-14,0,452
94,2010-06-08,0,242
94,2011-03-28,0,843
94,2011-02-02,0,621
94,2010-12-21,0,309
94,2010-11-08,1,83
94,2010-10-11,0,954
94,2011-02-10,1,695
94,2011-02-15,1,453
94,2010-08-14,1,71
94,2011-03-31,1,19
94,2010-08-08,0,296
94,2011-01-21,0,941
95,2010-11-05,0,694
95,2010-07-17,0,447
95,2010-07-24,1,392
95,2010-08-25,1,929
95,2011-01-25,0,714
95,2010-10-17,0,55
95,2010-08-05,1,671
95,2010-06-29,1,33
95,2010-08-09,1,994
95,2010-11-25,0,171
95,2010-06-07,0,70
95,2010-04-22,1,468
95,2010-04-21,0,333
95,2010-12-05,0,76
95,2010-07-16,1,515
96,2010-11-23,0,736
96,2011-03-24,1,773
96,2011-04-06,1,150
96,2010-06-23,0,833
96,2010-11-14,0,61
96,2010-12-19,1,680
96,2010-09-21,0,955
96,2011-03-02,1,582
96,2010-11-03,0,595
96,2011-03-20,0,747
96,2010-10-20,1,236
96,2010-08-02,0,62
96,2010-07-24,1,137
96,2010-11-09,1,670
96,2010-06-13,1,406
96,2011-02-16,1,533
96,2010-05-27,1,152
97,2010-08-17,0,834
97,2010-10-18,0,421
97,2011-01-06,1,732
97,2010-12-18,1,676
97,2010-09-01,1,435
97,2010-09-27,1,522
97,2010-06-15,0,864
97,2010-05-09,1,453
97,2010-12-24,0,523
97,2011-02-15,1,965
97,2010-09-15,0,935
97,2011-03-19,1,663
97,2011-01-22,1,55
97,2011-03-12,1,355
97,2010-05-25,0,710
97,2011-02-13,0,619
97,2010-11-19,1,819
97,2010-09-12,1,978
98,2011-01-16,0,94
98,2010-10-08,0,807
98,2010-09-28,0,552
98,2010-12-12,0,115
98,2010-10-15,0,688
98,2010-11-10,1,391
98,2010-09-17,0,290
98,2010-09-28,0,483
98,2011-01-27,0,310
98,2010-09-16,0,626
98,2010-10-08,0,814
98,2011-03-18,1,287
98,2011-01-08,0,722
98,2010-10-19,1,618
98,2010-09-21,1,341
98,2010-09-29,1,677
99,2010-07-04,0,849
99,2010-06-17,0,580
99,2010-05-02,1,49
99,2010-06-16,1,908
99,2010-04-20,1,617
99,2010-06-09,0,646
99,2011-03-31,1,779
99,2010-10-25,1,870
99,2010-06-02,0,623
99,2010-05-22,1,607
100,2010-10-04,1,478
100,2010-05-15,0,707
100,2011-02-13,0,878
100,2010-06-15,1,929
101,2011-04-12,1,911
101,2010-07-10,0,897
101,2010-12-05,0,63
101,2011-02-12,0,636
101,2010-11-06,0,548
101,2010-10-20,0,535
102,2010-10-06,0,178
102,2011-02-13,0,33
102,2011-01-24,0,675
102,2010-10-27,1,653
103,2010-09-08,0,696
103,2010-06-11,0,535
103,2010-10-01,1,910
103,2011-01-31,0,219
103,2010-06-21,1,383
103,2010-09-30,1,492
103,2010-12-19,0,783
103,2011-03-12,1,456
103,2010-09-04,0,647
103,2010-12-16,0,513
103,2010-07-25,1,820
104,2011-02-06,0,68
104,2011-03-14,0,150
104,2011-03-24,0,918
104,2010-05-15,1,945
104,2010-07-18,1,146
104,2011-04-07,1,850
104,2010-09-22,0,300
104,2011-02-12,1,733
104,2010-07-16,1,723
104,2011-04-03,0,902
104,2011-02-12,1,372
104,2011-04-03,0,74
104,2011-01-30,1,38
104,2011-03-11,0,465
104,2010-09-18,1,172
104,2011-03-06,1,970
104,2011-01-19,1,326
105,2010-08-04,0,35
105,2011-04-06,0,192
105,2011-01-07,0,185
105,2011-03-15,1,563
105,2010-07-23,0,114
105,2010-10-07,1,37
105,2010-07-11,0,96
105,2011-02-11,1,633
106,2010-12-25,0,716
106,2011-03-14,1,400
106,2010-04-22,1,130
106,2010-08-10,1,668
106,2010-06-05,0,646
107,2010-05-28,1,783
107,2010-08-30,0,655
107,2010-09-29,0,132
107,2010-12-26,1,653
107,2010-08-14,1,157
107,2011-03-31,0,361
107,2011-03-16,0,355
107,2010-06-30,0,27
107,2011-04-01,1,263
107,2010-07-29,1,980
107,2010-12-19,0,989
107,2011-01-07,0,632
107,2010-08-22,1,263
107,2010-11-07,1,653
108,2010-05-06,1,755
108,2010-06-02,0,235
108,2010-05-20,1,933
108,2010-09-21,0,565
108,2011-01-16,0,615
108,2010-09-13,1,588
108,2010-09-18,1,788
108,2011-02-28,0,409
108,2011-02-04,1,888
108,2011-04-12,0,145
108,2010-12-03,1,658
108,2011-02-24,1,651
108,2011-01-31,0,84
108,2011-02-09,0,328
108,2011-01-23,1,538
108,2010-10-13,0,960
108,2010-09-15,1,864
110,2010-10-21,0,633
110,2010-05-15,1,301
110,2010-05-11,1,341
111,2010-05-10,0,502
111,2010-09-13,0,488
111,2010-07-01,1,396
111,2011-01-18,1,85
111,2011-01-11,1,947
111,2010-08-14,1,492
111,2010-06-18,0,955
111,2010-08-31,1,554
111,2011-03-05,1,509
111,2010-10-15,1,911
111,2010-08-22,0,634
111,2010-08-25,1,284
111,2010-12-17,0,603
111,2010-11-28,1,99
111,2010-04-25,1,480
112,2010-09-21,0,203
112,2010-10-19,0,646
112,2010-07-24,0,308
112,2010-08-22,0,892
112,2010-05-03,1,651
112,2010-07-28,1,455
112,2011-01-22,0,666
112,2011-03-07,1,187
112,2010-10-22,0,821
112,2010-12-17,1,51
112,2011-03-23,1,324
112,2010-11-03,0,198
112,2010-09-10,1,679
112,2010-12-29,1,498
112,2010-07-08,0,307
112,2010-08-31,1,339
